date,FIAT,VOLKSWAGEN,GENERAL MOTORS,FORD,RENAULT,TOYOTA,HYUNDAI,HONDA,NISSAN,MERCEDES-BENZ
2014/10/28,2922,2260,2546,1437,951,1011,984,584,334,366
2014/10/29,3519,2672,2864,1780,1548,1061,1044,731,403,304
2014/10/30,3637,3046,3519,1971,2331,1250,1165,943,631,329
2014/10/31,1041,806,1129,652,415,350,407,260,167,113
2014/11/1,19,14,21,14,6,6,10,3,2,2
2014/11/2,0,0,0,0,0,0,0,0,0,0
2014/11/3,3126,2277,2496,1461,736,1037,1062,611,587,278
2014/11/4,3038,2493,2805,1625,773,1129,1065,649,340,344
2014/11/5,2587,2787,2969,1651,760,1154,1401,680,323,347
2014/11/6,2626,2329,2895,1471,709,1037,1415,592,376,338
2014/11/7,3351,2593,2750,1586,940,993,1025,578,383,328
2014/11/8,253,125,183,120,76,49,73,33,26,34
2014/11/9,0,0,0,0,0,0,0,0,0,0
2014/11/10,2281,1860,2310,1070,718,829,1030,476,277,249
2014/11/11,2486,2394,2659,1320,605,865,1045,579,279,287
2014/11/12,2867,2551,2557,1391,710,982,996,610,318,318
2014/11/13,2732,2420,2615,1402,935,950,1378,611,360,325
2014/11/14,2079,2036,2211,1965,711,749,791,481,265,269
2014/11/15,1,5,1,9,0,2,1,3,0,0
2014/11/16,0,1,0,1,1,0,1,1,0,0
2014/11/17,3090,2256,2691,1334,772,819,1078,483,335,257
2014/11/18,3203,2656,2391,1535,778,885,908,553,307,355
2014/11/19,2632,2346,2755,1216,833,881,985,654,349,336
2014/11/20,1946,1768,1661,827,843,603,585,349,214,221
2014/11/21,2301,2033,2114,1331,1032,743,1136,568,320,245
2014/11/22,130,97,142,91,67,34,61,23,30,14
2014/11/23,0,2,0,0,0,0,0,0,0,0
2014/11/24,2101,1818,2092,1016,1005,705,819,526,321,248
2014/11/25,2604,2213,2462,1365,953,855,1021,664,353,314
2014/11/26,2859,2525,2610,2178,1606,979,1091,777,353,340
2014/11/27,3053,2884,2718,1621,1067,1086,1161,866,493,354
2014/11/28,3423,2830,2875,2290,3292,1046,1212,1056,797,402
2014/11/29,155,121,151,97,106,50,65,34,24,24
2014/11/30,0,0,1,0,0,0,0,1,0,0
2014/12/1,2129,1737,1877,969,1143,729,828,436,266,241
2014/12/2,2940,2629,2505,1428,680,1057,1113,706,280,382
2014/12/3,3491,2948,2980,1924,1185,1045,1223,776,331,408
2014/12/4,3283,3287,2946,1636,948,1091,1245,790,387,354
2014/12/5,2728,2589,2681,1604,1167,1047,1134,701,392,360
2014/12/6,225,161,197,102,68,58,91,43,18,19
2014/12/7,2,0,3,3,0,0,1,0,0,0
2014/12/8,1679,1749,1836,1096,572,620,849,472,255,295
2014/12/9,2983,2449,2822,1485,877,1001,1195,616,420,308
2014/12/10,2738,3150,2986,1666,1124,1067,1249,762,408,309
2014/12/11,3096,3328,3001,2070,1092,991,1368,805,504,326
2014/12/12,3148,3432,3091,1735,1261,1055,1257,747,430,339
2014/12/13,131,108,157,135,144,52,81,41,22,14
2014/12/14,0,0,3,0,0,0,0,0,0,0
2014/12/15,2891,3144,2562,1893,1283,920,1150,721,380,286
2014/12/16,3445,3361,3313,2041,1640,1188,1304,985,455,372
2014/12/17,3615,3528,3093,2054,1430,1198,1509,1067,502,493
2014/12/18,3933,3769,3297,2283,1861,1319,1526,1174,543,402
2014/12/19,4254,4015,3329,2187,1700,1323,1604,1145,588,371
2014/12/20,197,196,220,153,103,63,115,58,39,14
2014/12/21,1,2,0,1,0,0,1,0,0,0
2014/12/22,3169,4949,2856,1768,2420,1133,1276,897,410,329
2014/12/23,4232,3824,3205,3041,2941,1357,1622,999,546,463
2014/12/24,892,901,826,534,290,305,402,297,127,69
2014/12/25,0,0,0,0,0,0,0,0,0,0
2014/12/26,949,1550,668,993,399,271,270,164,96,64
2014/12/27,41,9,14,8,5,6,14,4,1,2
2014/12/28,3,2,0,0,0,0,0,0,0,0
2014/12/29,4449,3778,3488,2476,3571,1365,1587,1274,567,370
2014/12/30,5927,3895,4059,2943,1915,1552,1682,1156,723,362
2014/12/31,433,299,274,154,86,97,99,73,21,19
2015/1/1,0,0,0,0,0,0,0,0,0,0
2015/1/2,580,434,469,304,183,222,253,106,89,31
2015/1/3,70,52,58,45,40,24,44,13,6,1
2015/1/4,0,3,0,0,0,0,0,0,0,0
2015/1/5,2336,1718,1946,1297,506,720,900,465,274,188
2015/1/6,2874,2379,2663,1644,692,1000,1068,600,375,239
2015/1/7,3168,2565,2579,1812,701,887,1171,621,360,248
2015/1/8,3167,2758,2568,1610,796,826,1226,505,456,180
2015/1/9,2903,2571,2486,1379,721,749,947,376,362,256
2015/1/10,168,246,158,111,62,51,101,28,41,16
2015/1/11,0,0,2,0,3,0,0,0,0,0
2015/1/12,2423,1843,2036,1003,560,531,837,313,258,155
2015/1/13,2286,2104,2381,1153,693,623,895,308,294,215
2015/1/14,2546,2286,2388,1222,682,612,923,406,259,170
2015/1/15,2270,2176,2398,1213,701,488,872,417,282,205
2015/1/16,2413,2141,2274,1071,721,452,830,385,283,321
2015/1/17,152,157,146,83,41,20,67,26,23,1
2015/1/18,0,1,1,0,0,0,1,0,0,0
2015/1/19,1904,1729,2032,803,610,391,684,347,221,174
2015/1/20,2051,1719,2134,909,548,410,649,380,226,217
2015/1/21,2061,1962,2285,1231,674,487,726,499,260,201
2015/1/22,2383,1965,2386,1162,617,507,799,554,249,149
2015/1/23,2124,1805,2060,1236,715,484,827,517,288,141
2015/1/24,137,113,169,86,44,79,83,40,25,13
2015/1/25,0,0,0,0,0,0,0,0,0,0
2015/1/26,2099,1683,2000,1072,613,437,682,491,236,134
2015/1/27,2193,1772,2366,1277,703,537,778,593,241,246
2015/1/28,2271,1908,2106,1473,654,647,762,611,282,168
2015/1/29,2292,1935,2194,1589,1522,625,789,651,311,188
2015/1/30,2682,2066,2470,1446,1530,673,875,754,280,205
2015/1/31,119,102,131,96,56,43,49,35,18,8
2015/2/1,0,0,1,0,0,0,0,0,0,0
2015/2/2,1700,1494,1596,858,495,553,562,436,188,172
2015/2/3,1962,1741,1721,880,510,634,713,532,212,224
2015/2/4,2114,1911,1921,1076,665,680,824,654,228,211
2015/2/5,2516,1957,2039,1125,544,685,708,571,198,213
2015/2/6,1988,1822,1797,1091,560,654,749,509,243,215
2015/2/7,87,97,123,80,40,36,70,40,17,7
2015/2/8,0,0,0,1,0,0,0,0,0,0
2015/2/9,1887,1642,1473,1089,483,590,661,502,164,175
2015/2/10,1973,1886,1643,1060,473,675,771,523,217,183
2015/2/11,2436,2088,1646,1179,574,697,858,583,271,218
2015/2/12,2208,2033,1605,1153,650,735,874,598,225,190
2015/2/13,1888,1727,1426,932,498,646,707,430,139,181
2015/2/14,21,16,36,13,11,9,17,8,1,3
2015/2/15,0,0,0,0,0,0,0,0,0,0
2015/2/16,2,1,0,1,1,0,3,0,1,0
2015/2/17,6,0,3,0,1,0,0,0,0,0
2015/2/18,471,455,394,280,147,135,201,123,59,41
2015/2/19,1920,1730,1281,881,512,560,696,462,149,185
2015/2/20,2181,1968,1522,985,535,642,831,534,157,220
2015/2/21,95,95,105,62,39,32,63,32,10,9
2015/2/22,0,0,0,0,0,0,0,0,0,0
2015/2/23,1846,1807,1380,970,538,617,686,525,117,192
2015/2/24,2065,2180,1408,1419,533,738,812,668,157,192
2015/2/25,2201,1959,1539,2485,579,716,768,613,163,217
2015/2/26,2062,1950,1593,991,684,665,863,695,565,183
2015/2/27,2101,2186,1700,1159,1902,732,771,706,283,193
2015/2/28,104,112,90,108,42,37,66,42,13,13
2015/3/1,0,0,1,1,0,0,0,0,0,0
2015/3/2,1412,1503,1147,654,420,557,571,359,141,268
2015/3/3,1671,1687,1294,910,533,731,798,547,175,189
2015/3/4,1791,1788,1518,941,550,805,873,595,248,197
2015/3/5,1732,1879,1555,859,619,789,870,679,232,184
2015/3/6,1801,1781,1658,955,564,751,912,535,260,160
2015/3/7,69,88,149,50,44,36,99,32,11,4
2015/3/8,0,0,0,0,0,0,0,0,0,0
2015/3/9,1506,1550,1345,730,499,621,892,442,194,165
2015/3/10,1679,1595,1556,831,552,753,739,469,207,167
2015/3/11,1938,1566,1458,891,608,690,736,498,165,178
2015/3/12,2141,1897,1596,1044,582,738,740,531,206,217
2015/3/13,1858,1743,1626,998,595,705,756,479,189,218
2015/3/14,86,94,114,81,49,35,38,36,13,8
2015/3/15,0,0,1,0,0,0,0,0,0,0
2015/3/16,1483,1403,1388,823,471,597,656,381,139,155
2015/3/17,2138,1553,1725,1092,653,776,683,495,177,249
2015/3/18,2010,1670,1648,1624,600,680,751,531,197,178
2015/3/19,1904,1573,1711,1051,649,746,756,509,235,181
2015/3/20,1882,1831,1873,1130,655,771,832,490,207,157
2015/3/21,84,82,98,62,48,41,55,23,10,8
2015/3/22,0,0,0,0,0,0,0,0,0,0
2015/3/23,1442,1425,1636,822,523,664,624,406,419,183
2015/3/24,2013,1614,1909,1657,1242,870,828,638,205,205
2015/3/25,1828,1587,1731,1309,743,860,790,718,208,201
2015/3/26,1687,1687,1988,1184,710,929,823,836,480,257
2015/3/27,1929,1681,2011,1727,852,974,914,856,197,218
2015/3/28,88,90,150,86,56,62,52,44,86,12
2015/3/29,6,7,3,5,1,2,1,1,1,0
2015/3/30,1631,1556,1755,1519,2534,816,951,770,313,147
2015/3/31,2780,2210,2360,1893,2181,1063,1220,1129,328,236
2015/4/1,1986,1830,1984,1182,606,1054,964,709,234,211
2015/4/2,761,905,1189,771,379,538,548,456,162,134
2015/4/3,0,0,0,0,0,0,0,0,0,0
2015/4/4,3,7,2,0,0,2,0,1,1,1
2015/4/5,0,1,0,0,0,0,0,0,0,0
2015/4/6,1756,1567,1681,989,515,851,865,615,266,195
2015/4/7,1847,2198,2045,1241,623,891,991,634,283,263
2015/4/8,1911,2029,1886,1117,566,958,927,661,318,241
2015/4/9,1750,2059,1743,1094,506,950,983,664,335,269
2015/4/10,1738,1754,1725,1136,613,781,908,651,253,313
2015/4/11,82,87,98,51,48,50,61,68,12,14
2015/4/12,0,0,0,0,0,0,0,0,0,0
2015/4/13,1556,1377,1437,762,533,651,658,510,184,177
2015/4/14,1703,1462,1724,968,488,749,864,664,308,259
2015/4/15,1846,1740,1660,1064,547,872,1052,731,195,206
2015/4/16,2003,1782,1794,1138,683,799,917,763,246,193
2015/4/17,2389,1706,1736,1207,629,808,840,726,215,214
2015/4/18,79,82,122,76,43,43,58,52,9,17
2015/4/19,0,0,0,0,0,0,0,0,0,0
2015/4/20,685,566,522,323,225,246,245,206,100,60
2015/4/21,1,0,0,1,1,0,0,0,0,0
2015/4/22,1807,1649,1609,1133,522,650,847,657,210,199
2015/4/23,1907,1641,1798,1627,528,785,933,762,213,203
2015/4/24,2135,1677,1722,1431,634,834,864,777,256,211
2015/4/25,93,89,127,72,44,45,66,71,18,16
2015/4/26,1,0,1,1,0,0,0,0,0,0
2015/4/27,2412,1298,1492,1435,1165,635,682,686,191,232
2015/4/28,2963,1637,1839,1598,2148,773,902,794,233,251
2015/4/29,2320,1761,2020,1389,1495,873,977,888,265,239
2015/4/30,2063,1908,2145,2532,2163,900,958,932,365,228
2015/5/1,0,3,2,0,2,1,0,0,0,0
2015/5/2,61,62,76,49,23,21,44,46,14,9
2015/5/3,2,0,2,4,0,0,0,0,0,0
2015/5/4,1424,1176,1519,1198,395,631,700,520,203,173
2015/5/5,1904,1487,1722,932,426,835,835,558,237,193
2015/5/6,1836,1655,1779,1043,504,889,859,680,244,225
2015/5/7,1914,1754,1783,1095,560,822,1213,626,245,229
2015/5/8,1962,1619,1775,1069,828,746,931,603,250,234
2015/5/9,79,93,107,59,28,29,85,53,21,10
2015/5/10,0,1,0,0,0,3,0,0,0,0
2015/5/11,1372,1233,1379,814,605,622,711,460,155,207
2015/5/12,2328,1536,1527,987,480,673,830,589,218,199
2015/5/13,1789,1717,1481,957,797,707,1082,654,205,205
2015/5/14,1749,1680,1467,1056,696,679,759,615,190,168
2015/5/15,1568,1511,1336,938,573,657,765,580,197,215
2015/5/16,119,107,105,67,24,45,77,40,18,12
2015/5/17,0,1,0,0,1,1,0,0,0,0
2015/5/18,1548,1534,1234,985,645,536,654,515,157,231
2015/5/19,1638,1593,1396,986,422,651,719,643,160,202
2015/5/20,1903,1546,1365,1010,500,743,762,649,237,250
2015/5/21,1591,1503,1348,1097,602,762,746,695,204,194
2015/5/22,1775,1555,1457,1912,873,676,792,680,209,222
2015/5/23,60,82,156,64,33,32,56,70,16,8
2015/5/24,0,2,0,0,0,0,0,0,0,0
2015/5/25,1358,1406,1294,1391,477,633,685,563,248,172
2015/5/26,1765,1531,1457,1235,573,798,791,656,515,249
2015/5/27,1794,1754,1458,1289,1046,823,817,760,366,233
2015/5/28,2232,1817,1634,1733,1042,895,931,760,259,277
2015/5/29,2239,1928,1664,2383,2197,821,1002,895,309,238
2015/5/30,104,135,113,116,34,51,152,123,19,26
2015/5/31,0,1,0,1,0,0,0,0,0,0
2015/6/1,1417,1273,1142,774,484,745,688,467,210,191
2015/6/2,1836,1665,1597,1228,577,968,947,632,236,235
2015/6/3,2100,1699,1869,1223,606,1001,1295,590,304,273
2015/6/4,51,33,28,23,9,27,20,8,3,3
2015/6/5,770,685,918,427,222,394,431,284,118,90
2015/6/6,86,81,125,50,31,34,53,59,18,10
2015/6/7,0,1,0,0,1,0,0,0,0,0
2015/6/8,1864,1568,1594,955,675,776,811,490,258,209
2015/6/9,1964,1592,1913,1110,626,890,1062,612,263,271
2015/6/10,1979,1549,1787,1044,548,723,897,580,233,257
2015/6/11,1945,1626,1404,1223,576,900,896,599,195,254
2015/6/12,1828,1672,1299,982,486,731,834,614,219,255
2015/6/13,101,93,114,55,33,45,66,51,18,10
2015/6/14,0,0,0,0,0,0,0,0,0,0
2015/6/15,1634,1280,1051,666,410,560,606,494,208,207
2015/6/16,1890,1736,1185,850,434,628,753,665,192,236
2015/6/17,1660,1697,1170,927,461,591,790,742,277,217
2015/6/18,1727,1703,1158,987,520,666,771,680,273,220
2015/6/19,1728,1550,1128,988,1323,625,759,695,230,236
2015/6/20,0,0,1,0,0,0,0,0,0,0
2015/6/21,0,0,0,0,0,0,0,1,0,0
2015/6/22,1591,1299,984,783,620,622,648,663,209,202
2015/6/23,1631,1346,1045,825,737,667,735,653,240,195
2015/6/24,1430,1435,991,1129,623,597,1169,722,238,180
2015/6/25,1752,1532,1094,1069,1638,752,820,840,270,219
2015/6/26,1966,1650,1257,1050,986,683,1056,757,327,247
2015/6/27,67,103,89,58,49,41,57,62,30,16
2015/6/28,1,0,0,0,0,0,0,0,0,0
2015/6/29,1670,1309,1048,1445,1331,610,979,671,592,199
2015/6/30,1987,1740,1481,1645,1483,886,971,1015,312,271
2015/7/1,1624,1585,1053,823,1030,750,857,547,241,211
2015/7/2,1721,1615,1278,863,418,955,900,714,299,216
2015/7/3,1824,1559,1349,1455,541,841,845,612,278,258
2015/7/4,97,94,107,69,45,52,59,60,38,9
2015/7/5,0,0,1,0,0,0,0,0,0,0
2015/7/6,1562,1386,1306,1077,584,745,786,512,232,189
2015/7/7,1878,1580,1354,1056,659,756,879,539,235,177
2015/7/8,1774,1442,1305,845,795,759,800,503,208,236
2015/7/9,1316,1108,888,940,448,547,510,258,239,126
2015/7/10,1709,1360,1036,914,489,647,741,448,349,225
2015/7/11,83,142,175,79,43,41,59,39,21,7
2015/7/12,0,0,0,1,0,0,0,0,0,0
2015/7/13,1450,1170,1111,951,529,621,706,360,170,199
2015/7/14,1407,1310,1226,1101,611,672,744,376,258,228
2015/7/15,1498,1505,1388,1500,597,679,838,420,213,262
2015/7/16,1500,1414,1281,1139,1100,721,1394,411,176,266
2015/7/17,1516,1319,1380,1801,650,597,754,411,210,209
2015/7/18,53,30,43,20,24,12,35,12,4,53
2015/7/19,1,0,1,1,0,0,0,0,0,0
2015/7/20,1174,1023,1193,906,488,518,573,345,126,175
2015/7/21,1436,1341,1384,1175,687,712,761,490,205,303
2015/7/22,1427,1573,1502,1435,725,760,778,587,180,214
2015/7/23,1717,1583,1381,1253,747,789,855,570,228,177
2015/7/24,1963,1423,1520,1489,849,628,750,571,189,199
2015/7/25,28,22,50,23,18,17,18,10,8,2
2015/7/26,2,3,1,1,0,0,0,0,0,0
2015/7/27,1322,1248,1257,852,805,607,665,514,179,180
2015/7/28,1696,1511,1410,1329,625,798,853,646,205,204
2015/7/29,1792,1501,1505,1245,729,748,806,772,365,249
2015/7/30,2276,1578,1584,1343,690,753,834,735,337,202
2015/7/31,2257,1574,1768,1418,966,816,861,868,297,194
2015/8/1,58,76,68,35,21,33,39,39,11,4
2015/8/2,0,0,0,0,0,0,0,0,0,0
2015/8/3,1410,1270,1124,798,534,745,648,469,172,148
2015/8/4,1697,1438,1445,1154,513,833,1433,579,211,186
2015/8/5,1542,1503,1441,1101,659,758,1347,667,195,206
2015/8/6,1596,1727,1386,1029,636,896,755,652,232,214
2015/8/7,1595,1627,1427,1120,557,684,754,583,228,168
2015/8/8,25,34,34,26,16,20,12,14,5,4
2015/8/9,1,0,0,0,0,0,0,0,0,0
2015/8/10,1438,1231,1181,962,1104,586,607,469,190,197
2015/8/11,1764,1338,1181,975,649,651,711,533,220,182
2015/8/12,1731,1510,1290,1074,637,649,709,531,207,190
2015/8/13,1730,1531,1319,969,663,682,595,578,238,204
2015/8/14,1907,2036,1461,1240,998,700,788,518,251,252
2015/8/15,40,52,62,41,29,29,28,52,12,10
2015/8/16,0,1,0,0,0,0,0,0,0,0
2015/8/17,1605,1077,1148,965,438,537,552,471,202,161
2015/8/18,1807,1381,1217,853,485,659,618,532,202,182
2015/8/19,1863,1385,1319,1008,574,677,620,655,248,180
2015/8/20,1718,1406,1315,1045,634,717,635,633,216,193
2015/8/21,1497,1379,1152,1054,927,648,604,686,192,196
2015/8/22,53,36,37,35,27,21,21,27,12,4
2015/8/23,0,0,0,0,0,0,0,0,0,0
2015/8/24,1430,1252,1015,813,935,561,828,540,169,184
2015/8/25,1541,1277,1124,834,609,761,963,754,206,239
2015/8/26,1882,1307,1201,949,735,811,665,777,221,199
2015/8/27,2093,1449,1311,1048,685,747,728,698,442,193
2015/8/28,1899,1406,1305,1127,809,724,763,833,459,223
2015/8/29,31,32,38,35,21,21,32,53,2,5
2015/8/30,1,0,0,0,0,0,0,0,0,0
2015/8/31,2088,1325,1309,1166,1273,734,1224,877,359,205
2015/9/1,1390,1234,1203,834,592,708,729,624,199,175
2015/9/2,1538,1270,1341,1484,531,807,722,703,218,198
2015/9/3,1616,1644,1595,910,711,909,729,693,233,235
2015/9/4,1651,1505,1474,998,586,792,723,671,217,167
2015/9/5,32,59,39,31,19,21,18,26,6,8
2015/9/6,0,0,0,0,0,0,0,0,0,0
2015/9/7,0,0,0,0,0,0,0,0,0,0
2015/9/8,1324,1161,1149,1156,374,566,583,470,159,223
2015/9/9,1276,1478,1253,773,632,795,661,501,204,129
2015/9/10,1944,1556,1361,798,570,694,680,631,213,206
2015/9/11,1591,1739,1245,812,663,696,688,596,221,187
2015/9/12,43,62,54,33,43,35,35,46,7,12
2015/9/13,3,1,1,0,0,0,0,0,0,0
2015/9/14,1276,1361,1086,1015,567,539,1059,563,239,175
2015/9/15,1244,1284,1119,958,575,632,652,637,219,164
2015/9/16,1477,1293,1156,681,456,609,696,646,184,228
2015/9/17,1600,1549,1220,946,485,620,678,697,269,174
2015/9/18,1562,1186,1195,1284,614,606,755,594,183,299
2015/9/19,47,51,44,29,26,22,29,38,11,5
2015/9/20,0,0,0,0,0,0,0,0,0,0
2015/9/21,1251,1016,1048,629,923,537,655,516,159,151
2015/9/22,1429,1283,1091,886,524,614,990,632,246,246
2015/9/23,1672,1330,1333,791,505,744,794,725,215,193
2015/9/24,1539,1248,1371,881,972,632,783,664,254,214
2015/9/25,1414,1214,1362,965,515,718,773,722,378,176
2015/9/26,44,52,65,57,32,18,42,46,10,18
2015/9/27,0,0,0,0,0,0,0,0,0,0
2015/9/28,1370,1083,1210,654,844,542,683,603,413,258
2015/9/29,1513,1350,1441,1096,1341,775,710,710,376,237
2015/9/30,2049,1876,1747,1547,1039,786,1013,1054,788,278
2015/10/1,1268,1458,1355,661,449,766,647,585,221,253
2015/10/2,1512,1521,1349,723,736,790,787,628,207,244
2015/10/3,56,82,77,34,31,34,42,46,14,4
2015/10/4,0,0,0,0,0,0,0,0,0,0
2015/10/5,1112,1590,1659,850,506,610,646,572,190,213
2015/10/6,1554,1456,1557,657,462,742,812,698,210,277
2015/10/7,1494,1499,1676,769,524,737,820,622,202,253
2015/10/8,1521,1505,1675,773,559,761,815,668,222,189
2015/10/9,1467,1499,1507,785,554,620,768,506,192,170
2015/10/10,61,88,97,41,42,31,37,64,11,5
2015/10/11,0,0,0,0,0,0,0,0,0,0
2015/10/12,0,0,0,0,0,0,0,0,0,0
2015/10/13,944,988,1242,756,610,490,606,435,108,185
2015/10/14,1292,1103,1442,671,494,584,738,507,164,206
2015/10/15,1500,1462,1511,671,518,593,1100,532,164,142
2015/10/16,1296,1334,1963,698,414,560,1449,564,197,159
2015/10/17,38,51,72,45,53,30,37,25,12,5
2015/10/18,3,0,13,0,0,0,3,1,0,0
2015/10/19,946,909,1010,564,348,503,773,453,128,153
2015/10/20,1181,963,1270,1007,446,552,840,522,152,157
2015/10/21,1630,1105,1234,783,885,684,769,582,175,159
2015/10/22,1406,1288,1393,919,621,666,953,636,208,167
2015/10/23,1457,1459,1343,725,445,615,704,564,280,241
2015/10/24,75,86,91,60,47,45,43,41,10,9
2015/10/25,1,0,0,0,0,0,0,0,0,0
2015/10/26,1202,1006,1349,720,535,617,651,581,139,163
2015/10/27,1335,1288,1321,945,699,654,877,643,136,209
2015/10/28,1990,1328,1736,1220,705,705,837,796,175,301
2015/10/29,2468,1698,1911,1411,1726,876,916,961,922,243
2015/10/30,534,326,418,354,1328,125,227,205,55,44
2015/10/31,84,79,77,58,40,33,42,74,3,6
2015/11/1,0,1,0,0,0,0,0,0,0,0
2015/11/2,1,0,0,0,0,0,0,0,0,0
2015/11/3,1347,1100,1563,759,629,758,1111,541,135,196
2015/11/4,1835,1677,1904,1170,565,851,1877,745,209,239
2015/11/5,1611,1391,1986,837,596,891,798,667,223,205
2015/11/6,1797,1244,1694,1086,490,776,712,630,228,193
2015/11/7,88,112,100,65,57,44,79,76,17,5
2015/11/8,1,0,0,0,0,0,0,1,0,0
2015/11/9,1347,1047,1586,1059,497,625,724,526,169,187
2015/11/10,1475,1378,1620,752,487,693,789,571,209,140
2015/11/11,1384,1199,1535,735,499,585,707,654,173,139
2015/11/12,1803,1620,1897,1371,620,768,698,795,255,153
2015/11/13,1377,1323,1430,750,551,605,777,595,179,106
2015/11/14,73,83,102,54,34,43,64,61,14,5
2015/11/15,1,0,0,0,0,0,0,0,0,0
2015/11/16,1323,1284,1195,1149,810,547,590,550,208,128
2015/11/17,1558,1560,1516,1035,729,607,726,672,186,148
2015/11/18,1601,1274,1491,774,575,685,698,677,178,153
2015/11/19,1584,1510,1330,990,629,609,722,729,217,149
2015/11/20,992,792,821,906,1224,474,454,334,132,98
2015/11/21,59,50,70,35,31,25,40,38,7,5
2015/11/22,0,0,0,0,0,0,0,0,0,0
2015/11/23,1110,906,1039,640,789,524,506,533,161,113
2015/11/24,1694,1243,1409,1054,897,612,722,686,315,175
2015/11/25,1381,1248,1337,798,620,683,651,808,206,177
2015/11/26,1515,1275,1559,848,738,759,1763,764,241,178
2015/11/27,1540,1590,1414,1358,1312,654,680,679,200,183
2015/11/28,60,109,112,78,49,43,64,72,14,7
2015/11/29,3,0,2,0,2,1,2,0,1,0
2015/11/30,1572,1392,1960,1343,1576,585,645,852,254,168
2015/12/1,1364,1242,1487,894,739,731,644,643,335,165
2015/12/2,1497,1400,1569,874,777,738,783,702,213,163
2015/12/3,1521,1612,1811,879,654,798,746,714,241,216
2015/12/4,1695,1366,1911,749,647,701,797,662,271,133
2015/12/5,166,96,145,53,43,46,60,71,20,6
2015/12/6,1,1,0,0,0,0,0,0,0,0
2015/12/7,1121,1034,1409,568,433,550,689,457,191,128
2015/12/8,959,1000,1206,547,417,510,680,421,224,160
2015/12/9,1506,1428,1861,854,748,745,757,625,284,162
2015/12/10,1800,1373,1791,833,702,844,885,680,299,233
2015/12/11,1540,1311,1930,860,699,786,777,665,305,173
2015/12/12,77,89,94,52,45,39,54,50,27,8
2015/12/13,2,3,1,0,0,1,0,0,0,0
2015/12/14,1149,1147,1565,604,534,726,716,521,301,169
2015/12/15,1859,1338,1805,826,977,751,1343,744,314,180
2015/12/16,1903,1361,1929,911,704,893,1257,809,299,205
2015/12/17,2123,1305,2290,973,689,944,910,853,314,214
2015/12/18,2274,1444,1973,928,675,901,1112,897,354,242
2015/12/19,162,121,168,62,64,73,92,115,36,21
2015/12/20,0,0,0,0,0,2,0,0,0,0
2015/12/21,1736,1235,1875,789,892,805,917,877,359,215
2015/12/22,2692,1523,2133,1370,1035,1009,1202,914,289,257
2015/12/23,3247,1501,2231,1284,1103,961,1145,995,318,271
2015/12/24,75,61,88,47,41,32,48,48,15,18
2015/12/25,1,1,0,0,0,0,0,0,0,0
2015/12/26,6,3,2,9,1,3,1,0,0,3
2015/12/27,0,0,0,0,0,0,0,0,0,0
2015/12/28,1680,1446,2389,942,3148,825,837,828,516,266
2015/12/29,2550,1462,2151,1001,1526,915,2119,955,370,347
2015/12/30,2104,1501,2092,974,769,1012,961,858,254,327
2015/12/31,108,30,45,47,24,45,27,37,9,5
2016/1/1,0,0,0,0,0,0,0,0,0,0
2016/1/2,0,0,0,0,0,0,0,0,0,0
2016/1/3,0,0,0,0,0,0,0,0,0,0
2016/1/4,796,812,892,450,364,561,470,392,146,99
2016/1/5,1423,1201,1190,680,405,694,776,505,205,170
2016/1/6,1256,1328,1408,628,421,622,829,602,218,179
2016/1/7,1346,1148,1363,711,420,710,773,605,214,213
2016/1/8,1368,1376,1474,599,447,678,801,489,228,130
2016/1/9,29,27,37,4,20,10,22,23,6,3
2016/1/10,3,2,0,0,0,0,0,0,0,0
2016/1/11,1035,1066,1139,471,357,507,682,413,164,111
2016/1/12,1001,1122,1371,543,431,576,615,441,161,121
2016/1/13,1058,1085,1448,617,431,551,656,507,169,163
2016/1/14,1147,1292,1591,638,308,698,632,489,175,174
2016/1/15,1129,1044,1648,544,390,762,1871,495,205,206
2016/1/16,65,45,98,36,30,23,39,44,16,3
2016/1/17,0,0,0,0,0,0,0,0,0,0
2016/1/18,1044,855,1422,422,268,468,818,370,135,138
2016/1/19,1105,1001,1444,532,440,521,630,471,160,125
2016/1/20,884,1077,1384,571,378,469,591,505,220,127
2016/1/21,1048,990,1354,510,458,483,605,500,191,145
2016/1/22,1021,1096,1439,569,411,492,710,544,390,129
2016/1/23,32,45,80,19,16,62,28,30,13,4
2016/1/24,0,1,1,1,0,0,0,0,0,0
2016/1/25,1277,926,916,444,299,520,452,318,169,73
2016/1/26,1125,918,996,567,468,573,556,529,280,122
2016/1/27,1080,1112,1246,795,502,620,720,649,152,105
2016/1/28,1163,1168,1362,656,604,613,684,620,255,107
2016/1/29,1520,1312,1666,875,810,710,790,754,268,130
2016/1/30,82,128,141,49,49,51,49,74,39,13
2016/1/31,0,0,0,0,0,1,0,0,0,0
2016/2/1,1180,944,1061,497,280,549,557,466,165,100
2016/2/2,1115,1104,1204,671,287,654,712,541,185,108
2016/2/3,1414,1322,1447,841,419,807,914,626,208,155
2016/2/4,1379,1321,1405,781,564,791,772,589,211,135
2016/2/5,1092,996,1116,596,377,607,680,391,183,114
2016/2/6,7,12,21,7,6,12,12,7,2,2
2016/2/7,1,1,0,0,0,0,0,0,0,0
2016/2/8,1,2,0,0,0,0,0,0,0,0
2016/2/9,4,1,3,0,0,1,0,0,0,0
